County,Year,Total_Population,Median_Income,White_Perc,Poverty_Perc,Uninsured_Perc,Asthma_Incidents,Asthma_Rate,Acres_Burned,Duration,Wildfire_Count
Shasta,2014,179212.0,27000.0,0.7980101778898735,0.16417985402763208,0.05624065352766556,786,59.6,92739.0,174 days,9.0
Shasta,2015,179212.0,27000.0,0.7980101778898735,0.16417985402763208,0.05624065352766556,715,54.4,638.0,12 days,7.0
Shasta,2016,179212.0,27000.0,0.7980101778898735,0.16417985402763208,0.05624065352766556,471,38.7,686.0,8 days,6.0
Shasta,2017,179212.0,27000.0,0.7980101778898735,0.16417985402763208,0.05624065352766556,493,39.8,1515.0,1757 days,11.0
Shasta,2018,179212.0,27000.0,0.7980101778898735,0.16417985402763208,0.05624065352766556,428,35.3,343503.0,2446 days,16.0
Shasta,2019,179212.0,27000.0,0.7980101778898735,0.16417985402763208,0.05624065352766556,463,38.1,1040.0,8 days,9.0
Siskiyou,2013,43468.0,25576.0,0.7610426060550289,0.18638998803717677,0.051164074721634305,132,43.4,14844.0,31 days,3.0
Siskiyou,2014,43468.0,25576.0,0.7610426060550289,0.18638998803717677,0.051164074721634305,2234,69.8,123889.0,108 days,7.0
Siskiyou,2015,43468.0,25576.0,0.7610426060550289,0.18638998803717677,0.051164074721634305,133,45.8,532.0,10 days,5.0
Siskiyou,2016,43468.0,25576.0,0.7610426060550289,0.18638998803717677,0.051164074721634305,99,33.9,37574.0,166 days,7.0
Siskiyou,2017,43468.0,25576.0,0.7610426060550289,0.18638998803717677,0.051164074721634305,114,38.5,149780.0,2693 days,16.0
Siskiyou,2018,43468.0,25576.0,0.7610426060550289,0.18638998803717677,0.051164074721634305,105,32.7,38738.0,1890 days,10.0
Siskiyou,2019,43468.0,25576.0,0.7610426060550289,0.18638998803717677,0.051164074721634305,107,37.9,2557.0,37 days,9.0
Solano,2013,441829.0,36273.0,0.38037340237965367,0.09306994334912376,0.0398072557482646,2181,68.3,152.0,4 days,2.0
Solano,2014,441829.0,36273.0,0.38037340237965367,0.09306994334912376,0.0398072557482646,1329,34.6,70.0,1 days,1.0
Solano,2015,441829.0,36273.0,0.38037340237965367,0.09306994334912376,0.0398072557482646,2274,70.7,190.0,2 days,2.0
Solano,2016,441829.0,36273.0,0.38037340237965367,0.09306994334912376,0.0398072557482646,2270,71.0,57.0,0 days,1.0
Solano,2017,441829.0,36273.0,0.38037340237965367,0.09306994334912376,0.0398072557482646,2651,81.6,51818.0,532 days,4.0
Solano,2018,441829.0,36273.0,0.38037340237965367,0.09306994334912376,0.0398072557482646,2332,71.6,8322.0,377 days,4.0
Solano,2019,441829.0,36273.0,0.38037340237965367,0.09306994334912376,0.0398072557482646,2061,61.9,458.0,11 days,5.0
Sonoma,2013,499772.0,36623.0,0.6323323435486582,0.09087744011269139,0.052335865154510455,1414,36.9,3975.0,12 days,5.0
Sonoma,2016,499772.0,36623.0,0.6323323435486582,0.09087744011269139,0.052335865154510455,1147,30.2,1547.0,4 days,1.0
Sonoma,2017,499772.0,36623.0,0.6323323435486582,0.09087744011269139,0.052335865154510455,1377,36.0,114397.0,1211 days,10.0
Sonoma,2018,499772.0,36623.0,0.6323323435486582,0.09087744011269139,0.052335865154510455,1280,33.6,10.0,213 days,1.0
Sonoma,2019,499772.0,36623.0,0.6323323435486582,0.09087744011269139,0.052335865154510455,1078,27.4,77758.0,14 days,1.0
Stanislaus,2013,543194.0,27840.0,0.41857789298114484,0.14988199427828733,0.049674701856058795,1961,50.7,150.0,1 days,1.0
Stanislaus,2014,543194.0,27840.0,0.41857789298114484,0.14988199427828733,0.049674701856058795,247,34.1,37.0,2 days,1.0
Stanislaus,2015,543194.0,27840.0,0.41857789298114484,0.14988199427828733,0.049674701856058795,2045,51.9,40.0,0 days,1.0
Stanislaus,2016,543194.0,27840.0,0.41857789298114484,0.14988199427828733,0.049674701856058795,1701,43.6,360.0,3 days,3.0
Stanislaus,2017,543194.0,27840.0,0.41857789298114484,0.14988199427828733,0.049674701856058795,1956,49.5,7155.0,935 days,6.0
Stanislaus,2018,543194.0,27840.0,0.41857789298114484,0.14988199427828733,0.049674701856058795,1830,45.6,63.0,220 days,1.0
Stanislaus,2019,543194.0,27840.0,0.41857789298114484,0.14988199427828733,0.049674701856058795,1816,44.6,3478.0,7 days,7.0
Sutter,2016,96109.0,26334.0,0.4621003235909228,0.15281607341664152,0.06587312322467198,198,27.8,300.0,0 days,1.0
Sutter,2018,96109.0,26334.0,0.4621003235909228,0.15281607341664152,0.06587312322467198,187,25.7,1200.0,157 days,1.0
Sutter,2019,96109.0,26334.0,0.4621003235909228,0.15281607341664152,0.06587312322467198,176,23.8,1350.0,9 days,1.0
Tehama,2013,63912.0,23061.0,0.6834240831142822,0.21795593941669797,0.057203655025660285,219,48.7,18864.0,14 days,5.0
Tehama,2014,63912.0,23061.0,0.6834240831142822,0.21795593941669797,0.057203655025660285,63,75.0,1090.0,8 days,2.0
Tehama,2015,63912.0,23061.0,0.6834240831142822,0.21795593941669797,0.057203655025660285,195,41.4,335.0,1 days,3.0
Tehama,2016,63912.0,23061.0,0.6834240831142822,0.21795593941669797,0.057203655025660285,223,50.2,1126.0,6 days,7.0
Tehama,2017,63912.0,23061.0,0.6834240831142822,0.21795593941669797,0.057203655025660285,211,48.8,588.0,1595 days,11.0
Tehama,2018,63912.0,23061.0,0.6834240831142822,0.21795593941669797,0.057203655025660285,193,43.5,12465.0,2435 days,14.0
Tehama,2019,63912.0,23061.0,0.6834240831142822,0.21795593941669797,0.057203655025660285,172,40.2,17507.0,113 days,9.0
Trinity,2014,12700.0,23901.0,0.8210236220472441,0.18677165354330708,0.08984251968503937,1250,39.2,595.0,6 days,2.0
Trinity,2015,12700.0,23901.0,0.8210236220472441,0.18677165354330708,0.08984251968503937,60,70.2,144705.0,57 days,7.0
Trinity,2017,12700.0,23901.0,0.8210236220472441,0.18677165354330708,0.08984251968503937,45,51.2,40211.0,813 days,6.0
Trinity,2018,12700.0,23901.0,0.8210236220472441,0.18677165354330708,0.08984251968503937,36,45.3,295013.0,598 days,4.0
Trinity,2019,12700.0,23901.0,0.8210236220472441,0.18677165354330708,0.08984251968503937,34,37.1,524.0,18 days,2.0
Tulare,2013,461898.0,22994.0,0.2851625250596452,0.2349263257255931,0.07126465150314572,1272,39.6,2194.0,47 days,2.0
Tulare,2015,461898.0,22994.0,0.2851625250596452,0.2349263257255931,0.07126465150314572,1278,39.4,7496.0,59 days,3.0
Tulare,2016,461898.0,22994.0,0.2851625250596452,0.2349263257255931,0.07126465150314572,1020,31.6,4752.0,207 days,4.0
Tulare,2017,461898.0,22994.0,0.2851625250596452,0.2349263257255931,0.07126465150314572,1080,33.0,77178.0,2320 days,13.0
Tulare,2018,461898.0,22994.0,0.2851625250596452,0.2349263257255931,0.07126465150314572,817,24.4,981.0,1094 days,6.0
Tulare,2019,461898.0,22994.0,0.2851625250596452,0.2349263257255931,0.07126465150314572,1042,31.0,1654.0,29 days,7.0
Tuolumne,2013,54045.0,29458.0,0.8019428254232583,0.11921546859098898,0.04004070681839208,206,49.7,258484.0,29 days,3.0
Tuolumne,2014,54045.0,29458.0,0.8019428254232583,0.11921546859098898,0.04004070681839208,1616,25.3,826.0,3 days,3.0
Tuolumne,2015,54045.0,29458.0,0.8019428254232583,0.11921546859098898,0.04004070681839208,203,50.4,424.0,14 days,3.0
Tuolumne,2016,54045.0,29458.0,0.8019428254232583,0.11921546859098898,0.04004070681839208,172,42.6,1197.0,12 days,3.0
Tuolumne,2017,54045.0,29458.0,0.8019428254232583,0.11921546859098898,0.04004070681839208,182,47.5,911.0,888 days,5.0
Tuolumne,2018,54045.0,29458.0,0.8019428254232583,0.11921546859098898,0.04004070681839208,173,44.6,37186.0,468 days,3.0
Tuolumne,2019,54045.0,29458.0,0.8019428254232583,0.11921546859098898,0.04004070681839208,123,33.0,104.0,1 days,2.0
Ventura,2013,847263.0,33814.0,0.4541895491718628,0.08810133335221768,0.07749777813972757,1702,26.9,28705.0,17 days,4.0
Ventura,2014,847263.0,33814.0,0.4541895491718628,0.08810133335221768,0.07749777813972757,545,35.5,25.0,1 days,1.0
Ventura,2015,847263.0,33814.0,0.4541895491718628,0.08810133335221768,0.07749777813972757,1662,25.8,711.0,16 days,5.0
Ventura,2016,847263.0,33814.0,0.4541895491718628,0.08810133335221768,0.07749777813972757,1455,23.2,2512.0,6 days,6.0
Ventura,2017,847263.0,33814.0,0.4541895491718628,0.08810133335221768,0.07749777813972757,1756,27.8,282029.0,731 days,3.0
Ventura,2018,847263.0,33814.0,0.4541895491718628,0.08810133335221768,0.07749777813972757,1523,24.2,101816.0,576 days,5.0
Ventura,2019,847263.0,33814.0,0.4541895491718628,0.08810133335221768,0.07749777813972757,1505,23.9,12506.0,15 days,6.0
Yolo,2013,217352.0,30331.0,0.46676359085722696,0.18366060583753543,0.04383672568000294,505,31.8,163.0,0 days,1.0
Yolo,2014,217352.0,30331.0,0.46676359085722696,0.18366060583753543,0.04383672568000294,238,44.4,6488.0,8 days,1.0
Yolo,2016,217352.0,30331.0,0.46676359085722696,0.18366060583753543,0.04383672568000294,487,31.1,6092.0,11 days,3.0
Yolo,2017,217352.0,30331.0,0.46676359085722696,0.18366060583753543,0.04383672568000294,600,37.9,2269.0,187 days,1.0
Yolo,2018,217352.0,30331.0,0.46676359085722696,0.18366060583753543,0.04383672568000294,544,34.5,91124.0,575 days,3.0
Yolo,2019,217352.0,30331.0,0.46676359085722696,0.18366060583753543,0.04383672568000294,519,31.3,2545.0,9 days,3.0
Yuba,2013,76360.0,27877.0,0.551925091671032,0.15154531168150864,0.060070717653221584,241,44.8,73.0,0 days,1.0
Yuba,2015,76360.0,27877.0,0.551925091671032,0.15154531168150864,0.060070717653221584,215,39.5,188.0,6 days,2.0
Yuba,2016,76360.0,27877.0,0.551925091671032,0.15154531168150864,0.060070717653221584,202,37.7,400.0,0 days,1.0
Yuba,2017,76360.0,27877.0,0.551925091671032,0.15154531168150864,0.060070717653221584,245,45.1,10981.0,950 days,6.0
Yuba,2019,76360.0,27877.0,0.551925091671032,0.15154531168150864,0.060070717653221584,233,41.6,268.0,9 days,4.0
